-1.108079574455636873e+00,-6.623925395765291047e-01,-5.138301946168265522e-01,-1.033798401975785541e+00,-1.231881528588722352e+00,-5.633509762700606993e-01,2.537419210083034504e-01
-9.595172294959343207e-01,-3.405074588305068706e-01,-7.366737120563804364e-01,-1.157600356108871020e+00,-1.182360746935488205e+00,-6.814315973771879753e-02,-2.662262863506555943e-01
-8.357152753628487307e-01,2.042211393550692755e-01,-9.842776203225513942e-01,-1.231881528588722352e+00,-9.595172294959343207e-01,3.280230934881547267e-01,-5.385905854434436257e-01
-6.623925395765291047e-01,-5.138301946168265522e-01,-1.033798401975785541e+00,-1.231881528588722352e+00,-5.633509762700606993e-01,2.537419210083034504e-01,-5.881113670966777729e-01
-3.405074588305068706e-01,-7.366737120563804364e-01,-1.157600356108871020e+00,-1.182360746935488205e+00,-6.814315973771879753e-02,-2.662262863506555943e-01,-6.871529304031461782e-01
2.042211393550692755e-01,-9.842776203225513942e-01,-1.231881528588722352e+00,-9.595172294959343207e-01,3.280230934881547267e-01,-5.385905854434436257e-01,-9.595172294959343207e-01
-5.138301946168265522e-01,-1.033798401975785541e+00,-1.231881528588722352e+00,-5.633509762700606993e-01,2.537419210083034504e-01,-5.881113670966777729e-01,-7.119133212297632518e-01
-7.366737120563804364e-01,-1.157600356108871020e+00,-1.182360746935488205e+00,-6.814315973771879753e-02,-2.662262863506555943e-01,-6.871529304031461782e-01,-2.414658955240384652e-01
-9.842776203225513942e-01,-1.231881528588722352e+00,-9.595172294959343207e-01,3.280230934881547267e-01,-5.385905854434436257e-01,-9.595172294959343207e-01,6.994289558874111634e-01
-1.033798401975785541e+00,-1.231881528588722352e+00,-5.633509762700606993e-01,2.537419210083034504e-01,-5.881113670966777729e-01,-7.119133212297632518e-01,1.788886152258563511e+00
-1.157600356108871020e+00,-1.182360746935488205e+00,-6.814315973771879753e-02,-2.662262863506555943e-01,-6.871529304031461782e-01,-2.414658955240384652e-01,1.318438726552838558e+00
-1.231881528588722352e+00,-9.595172294959343207e-01,3.280230934881547267e-01,-5.385905854434436257e-01,-9.595172294959343207e-01,6.994289558874111634e-01,5.756270017543256845e-01
-1.231881528588722352e+00,-5.633509762700606993e-01,2.537419210083034504e-01,-5.881113670966777729e-01,-7.119133212297632518e-01,1.788886152258563511e+00,-6.814315973771879753e-02
-1.182360746935488205e+00,-6.814315973771879753e-02,-2.662262863506555943e-01,-6.871529304031461782e-01,-2.414658955240384652e-01,1.318438726552838558e+00,-3.652678496571239442e-01
-9.595172294959343207e-01,3.280230934881547267e-01,-5.385905854434436257e-01,-9.595172294959343207e-01,6.994289558874111634e-01,5.756270017543256845e-01,-9.595172294959343207e-01
-5.633509762700606993e-01,2.537419210083034504e-01,-5.881113670966777729e-01,-7.119133212297632518e-01,1.788886152258563511e+00,-6.814315973771879753e-02,-1.108079574455636873e+00
-6.814315973771879753e-02,-2.662262863506555943e-01,-6.871529304031461782e-01,-2.414658955240384652e-01,1.318438726552838558e+00,-3.652678496571239442e-01,-8.357152753628487307e-01
3.280230934881547267e-01,-5.385905854434436257e-01,-9.595172294959343207e-01,6.994289558874111634e-01,5.756270017543256845e-01,-9.595172294959343207e-01,-3.900282404837410732e-01
2.537419210083034504e-01,-5.881113670966777729e-01,-7.119133212297632518e-01,1.788886152258563511e+00,-6.814315973771879753e-02,-1.108079574455636873e+00,5.013458292744744638e-01
-2.662262863506555943e-01,-6.871529304031461782e-01,-2.414658955240384652e-01,1.318438726552838558e+00,-3.652678496571239442e-01,-8.357152753628487307e-01,7.737101283672624952e-01
-5.385905854434436257e-01,-9.595172294959343207e-01,6.994289558874111634e-01,5.756270017543256845e-01,-9.595172294959343207e-01,-3.900282404837410732e-01,1.516521853165775369e+00
-5.881113670966777729e-01,-7.119133212297632518e-01,1.788886152258563511e+00,-6.814315973771879753e-02,-1.108079574455636873e+00,5.013458292744744638e-01,1.268917944899604411e+00
-6.871529304031461782e-01,-2.414658955240384652e-01,1.318438726552838558e+00,-3.652678496571239442e-01,-8.357152753628487307e-01,7.737101283672624952e-01,5.756270017543256845e-01
-9.595172294959343207e-01,6.994289558874111634e-01,5.756270017543256845e-01,-9.595172294959343207e-01,-3.900282404837410732e-01,1.516521853165775369e+00,-2.414658955240384652e-01
-7.119133212297632518e-01,1.788886152258563511e+00,-6.814315973771879753e-02,-1.108079574455636873e+00,5.013458292744744638e-01,1.268917944899604411e+00,-7.366737120563804364e-01
-2.414658955240384652e-01,1.318438726552838558e+00,-3.652678496571239442e-01,-8.357152753628487307e-01,7.737101283672624952e-01,5.756270017543256845e-01,-8.357152753628487307e-01
6.994289558874111634e-01,5.756270017543256845e-01,-9.595172294959343207e-01,-3.900282404837410732e-01,1.516521853165775369e+00,-2.414658955240384652e-01,-1.108079574455636873e+00
1.788886152258563511e+00,-6.814315973771879753e-02,-1.108079574455636873e+00,5.013458292744744638e-01,1.268917944899604411e+00,-7.366737120563804364e-01,-9.595172294959343207e-01
1.318438726552838558e+00,-3.652678496571239442e-01,-8.357152753628487307e-01,7.737101283672624952e-01,5.756270017543256845e-01,-8.357152753628487307e-01,-6.871529304031461782e-01
5.756270017543256845e-01,-9.595172294959343207e-01,-3.900282404837410732e-01,1.516521853165775369e+00,-2.414658955240384652e-01,-1.108079574455636873e+00,-2.414658955240384652e-01
-6.814315973771879753e-02,-1.108079574455636873e+00,5.013458292744744638e-01,1.268917944899604411e+00,-7.366737120563804364e-01,-9.595172294959343207e-01,2.537419210083034504e-01
-3.652678496571239442e-01,-8.357152753628487307e-01,7.737101283672624952e-01,5.756270017543256845e-01,-8.357152753628487307e-01,-6.871529304031461782e-01,7.712340892846009099e-01
-9.595172294959343207e-01,-3.900282404837410732e-01,1.516521853165775369e+00,-2.414658955240384652e-01,-1.108079574455636873e+00,-2.414658955240384652e-01,8.331350663511436494e-01
-1.108079574455636873e+00,5.013458292744744638e-01,1.268917944899604411e+00,-7.366737120563804364e-01,-9.595172294959343207e-01,2.537419210083034504e-01,-5.081088615908675721e-02
-8.357152753628487307e-01,7.737101283672624952e-01,5.756270017543256845e-01,-8.357152753628487307e-01,-6.871529304031461782e-01,7.712340892846009099e-01,-4.833484707642519279e-02
-3.900282404837410732e-01,1.516521853165775369e+00,-2.414658955240384652e-01,-1.108079574455636873e+00,-2.414658955240384652e-01,8.331350663511436494e-01,-4.717375302115774938e-01
5.013458292744744638e-01,1.268917944899604411e+00,-7.366737120563804364e-01,-9.595172294959343207e-01,2.537419210083034504e-01,-5.081088615908675721e-02,-9.298047605039938546e-01
7.737101283672624952e-01,5.756270017543256845e-01,-8.357152753628487307e-01,-6.871529304031461782e-01,7.712340892846009099e-01,-4.833484707642519279e-02,-9.941817766531981793e-01
1.516521853165775369e+00,-2.414658955240384652e-01,-1.108079574455636873e+00,-2.414658955240384652e-01,8.331350663511436494e-01,-4.717375302115774938e-01,-9.793255421572280017e-01
1.268917944899604411e+00,-7.366737120563804364e-01,-9.595172294959343207e-01,2.537419210083034504e-01,-5.081088615908675721e-02,-9.298047605039938546e-01,-4.296448658063284354e-01
5.756270017543256845e-01,-8.357152753628487307e-01,-6.871529304031461782e-01,7.712340892846009099e-01,-4.833484707642519279e-02,-9.941817766531981793e-01,-5.328692524174850204e-02
-2.414658955240384652e-01,-1.108079574455636873e+00,-2.414658955240384652e-01,8.331350663511436494e-01,-4.717375302115774938e-01,-9.793255421572280017e-01,1.051795760486008702e-01
-7.366737120563804364e-01,-9.595172294959343207e-01,2.537419210083034504e-01,-5.081088615908675721e-02,-9.298047605039938546e-01,-4.296448658063284354e-01,3.255470544054929749e-01
-8.357152753628487307e-01,-6.871529304031461782e-01,7.712340892846009099e-01,-4.833484707642519279e-02,-9.941817766531981793e-01,-5.328692524174850204e-02,8.950360434176863889e-01
-1.108079574455636873e+00,-2.414658955240384652e-01,8.331350663511436494e-01,-4.717375302115774938e-01,-9.793255421572280017e-01,1.051795760486008702e-01,2.834543900002440275e-01
-9.595172294959343207e-01,2.537419210083034504e-01,-5.081088615908675721e-02,-9.298047605039938546e-01,-4.296448658063284354e-01,3.255470544054929749e-01,-1.151879023082912484e-01
-6.871529304031461782e-01,7.712340892846009099e-01,-4.833484707642519279e-02,-9.941817766531981793e-01,-5.328692524174850204e-02,8.950360434176863889e-01,-3.306033024998600300e-01
-2.414658955240384652e-01,8.331350663511436494e-01,-4.717375302115774938e-01,-9.793255421572280017e-01,1.051795760486008702e-01,2.834543900002440275e-01,-7.143893603124250591e-01
